time,.data
2025/09/16/13:49:48.600349,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:48.700277,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:48.800309,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:48.900262,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:49.000283,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:49.100255,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:49.200276,"(-0.0, -0.0, -2.0, 2.0)"
2025/09/16/13:49:49.300298,"(-0.0, -0.0, -2.0, 2.0)"
2025/09/16/13:49:49.400297,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:49.500302,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:49.600284,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:49.700324,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:49.808595,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:49.900401,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.001018,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.100266,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.200287,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.300315,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.400303,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.501698,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.600253,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.700443,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.800313,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:50.900369,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:51.000310,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:51.100322,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:51.200310,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:51.300265,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:51.400358,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:51.500325,"(-0.0, -0.0, -0.18276731669902802, 0.18276731669902802)"
2025/09/16/13:49:51.600289,"(-0.0, -0.0, -0.3915139138698578, 0.3915139138698578)"
2025/09/16/13:49:51.700351,"(-0.0, -0.0, -0.3915139138698578, 0.3915139138698578)"
2025/09/16/13:49:51.800380,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:51.900416,"(0.0, 0.0, 0.0, 0.0)"
